Namespace(batch_size=64, data_dir='data/', dropout_rate=0.15, emb_dim=300, epoch_num=100, from_vocab='data/vocab_20000', from_vocab_size=20000, gpu_device='1', latent_dim=64, learning_rate=1, learning_rate_decay_factor=0.5, max_gradient_norm=3.0, max_train_data_size=0, model_dir='model/', num_heads=8, num_layers=6, num_units=512, out_dir='output/', output_dir='output/tfm/', test_data='test', to_vocab='data/vocab_20000', to_vocab_size=20000, train_data='training', train_dir='model/t-cvae/', valid_data='dev')
 init embedding finished
19833
(20000, 300)
Vocab load over.
2020-12-28 11:35:05.204612: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 AVX512F FMA
2020-12-28 11:35:05.390369: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1432] Found device 0 with properties: 
name: GeForce RTX 2080 Ti major: 7 minor: 5 memoryClockRate(GHz): 1.545
pciBusID: 0000:1a:00.0
totalMemory: 10.76GiB freeMemory: 10.60GiB
2020-12-28 11:35:05.390407: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-28 11:35:05.596801: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-28 11:35:05.596822: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-28 11:35:05.596826: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-28 11:35:05.596900: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
2020-12-28 11:35:05.598530: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-28 11:35:05.598572: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-28 11:35:05.598580: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-28 11:35:05.598586: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-28 11:35:05.598665: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
2020-12-28 11:35:05.599378: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-28 11:35:05.599419: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-28 11:35:05.599427: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-28 11:35:05.599434: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-28 11:35:05.599517: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
Model create over.
  reading data line 0
78529
21
  reading data line 0
9816
21
  reading data line 0
9817
20
global step 100   step-time 0.69s  loss 77.826 ppl 1153.66  disc 0.234 gen -0.167 gan_ae -0.132
global step 432700   step-time 0.60s  loss 23.608 ppl 8.62  disc 0.028 gen -0.002 gan_ae 0.002
global step 432800   step-time 0.60s  loss 23.929 ppl 8.89  disc 0.028 gen -0.001 gan_ae 0.001
global step 432900   step-time 0.60s  loss 23.958 ppl 8.88  disc 0.028 gen -0.002 gan_ae 0.001
global step 433000   step-time 0.60s  loss 23.497 ppl 8.66  disc 0.028 gen -0.000 gan_ae -0.000
global step 433100   step-time 0.60s  loss 23.790 ppl 8.82  disc 0.028 gen -0.001 gan_ae 0.001
global step 433200   step-time 0.60s  loss 23.813 ppl 8.70  disc 0.028 gen -0.001 gan_ae 0.001
global step 433300   step-time 0.60s  loss 23.879 ppl 8.84  disc 0.028 gen -0.001 gan_ae 0.001
global step 433400   step-time 0.60s  loss 23.720 ppl 8.73  disc 0.028 gen -0.001 gan_ae 0.001
global step 433500   step-time 0.60s  loss 23.936 ppl 8.77  disc 0.028 gen -0.001 gan_ae 0.001
global step 433600   step-time 0.60s  loss 23.635 ppl 8.67  disc 0.028 gen -0.000 gan_ae 0.000
global step 433700   step-time 0.60s  loss 23.856 ppl 8.79  disc 0.028 gen -0.000 gan_ae 0.000
global step 433800   step-time 0.60s  loss 23.697 ppl 8.66  disc 0.028 gen -0.001 gan_ae 0.001
global step 433900   step-time 0.60s  loss 23.774 ppl 8.72  disc 0.028 gen -0.001 gan_ae 0.001
global step 434000   step-time 0.60s  loss 23.495 ppl 8.62  disc 0.028 gen 0.000 gan_ae -0.000
global step 434100   step-time 0.60s  loss 23.989 ppl 8.86  disc 0.028 gen -0.000 gan_ae 0.000
global step 434200   step-time 0.60s  loss 23.405 ppl 8.48  disc 0.028 gen -0.000 gan_ae 0.000
global step 434300   step-time 0.60s  loss 23.818 ppl 8.71  disc 0.028 gen -0.001 gan_ae 0.001
global step 434400   step-time 0.60s  loss 23.776 ppl 8.82  disc 0.028 gen 0.000 gan_ae 0.000
global step 434500   step-time 0.60s  loss 23.627 ppl 8.59  disc 0.028 gen -0.001 gan_ae 0.000
global step 434600   step-time 0.60s  loss 23.663 ppl 8.59  disc 0.028 gen -0.000 gan_ae 0.000
global step 434700   step-time 0.60s  loss 23.734 ppl 8.75  disc 0.028 gen 0.000 gan_ae -0.001
global step 434800   step-time 0.60s  loss 23.866 ppl 8.84  disc 0.028 gen 0.000 gan_ae -0.000
global step 434900   step-time 0.60s  loss 23.959 ppl 8.80  disc 0.028 gen 0.000 gan_ae -0.001
global step 435000   step-time 0.60s  loss 23.920 ppl 8.88  disc 0.028 gen 0.001 gan_ae -0.001
load eval model.
eval  ppl 17.24
answer:  one day , i was driving the van down to the store .
predict:  i was driving to work one day when a truck came by .
answer:  she bought some new shelves .
predict:  she had a bunch of books to do .
answer:  he was given a set of tickets .
predict:  he saw some people .
answer:  his friends agree that 's a great idea .
predict:  billy and his friends decide to go fishing .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  his mom was very angry and grounded him for a week .
answer:  alicia looked at her house .
predict:  alicia was cleaning .
answer:  she searched everywhere but could n't find it .
predict:  she needed one .
answer:  when the cast was announced , she was left disappointed .
predict:  anna was nervous about her performance .
BLEU = 4.20, 32.1/6.1/2.2/1.0 (BP=0.916, ratio=0.920, hyp_len=89781, ref_len=97637)

distinc1: 0.03656
distinc2: 0.23093
infer done.
global step 435100   step-time 0.60s  loss 23.723 ppl 8.70  disc 0.028 gen 0.000 gan_ae -0.001
global step 435200   step-time 0.60s  loss 23.778 ppl 8.75  disc 0.028 gen 0.000 gan_ae -0.001
global step 435300   step-time 0.60s  loss 23.693 ppl 8.69  disc 0.028 gen 0.000 gan_ae -0.001
global step 435400   step-time 0.60s  loss 24.843 ppl 9.67  disc 0.028 gen 0.000 gan_ae -0.000
global step 435500   step-time 0.60s  loss 23.742 ppl 8.74  disc 0.028 gen 0.000 gan_ae -0.000
global step 435600   step-time 0.60s  loss 23.719 ppl 8.73  disc 0.028 gen 0.000 gan_ae -0.000
global step 435700   step-time 0.60s  loss 23.505 ppl 8.57  disc 0.028 gen 0.000 gan_ae -0.000
global step 435800   step-time 0.60s  loss 23.562 ppl 8.61  disc 0.028 gen 0.000 gan_ae -0.001
global step 435900   step-time 0.60s  loss 23.727 ppl 8.65  disc 0.028 gen -0.000 gan_ae -0.000
global step 436000   step-time 0.60s  loss 23.484 ppl 8.62  disc 0.028 gen 0.000 gan_ae -0.001
global step 436100   step-time 0.60s  loss 23.766 ppl 8.69  disc 0.028 gen 0.000 gan_ae -0.000
global step 436200   step-time 0.60s  loss 23.565 ppl 8.64  disc 0.028 gen 0.000 gan_ae -0.000
global step 436300   step-time 0.60s  loss 23.628 ppl 8.61  disc 0.028 gen -0.000 gan_ae 0.000
global step 436400   step-time 0.60s  loss 23.831 ppl 8.75  disc 0.028 gen -0.000 gan_ae -0.000
global step 436500   step-time 0.60s  loss 23.462 ppl 8.65  disc 0.028 gen 0.000 gan_ae -0.000
global step 436600   step-time 0.60s  loss 23.293 ppl 8.40  disc 0.028 gen -0.000 gan_ae -0.000
global step 436700   step-time 0.60s  loss 23.665 ppl 8.65  disc 0.028 gen 0.000 gan_ae -0.000
global step 436800   step-time 0.60s  loss 23.354 ppl 8.45  disc 0.028 gen 0.000 gan_ae -0.000
global step 436900   step-time 0.60s  loss 23.963 ppl 8.89  disc 0.028 gen -0.000 gan_ae -0.000
global step 437000   step-time 0.60s  loss 25.529 ppl 10.24  disc 0.028 gen 0.000 gan_ae -0.000
global step 437100   step-time 0.60s  loss 23.754 ppl 8.66  disc 0.028 gen -0.000 gan_ae -0.000
global step 437200   step-time 0.60s  loss 23.537 ppl 8.61  disc 0.028 gen 0.000 gan_ae -0.001
global step 437300   step-time 0.60s  loss 23.819 ppl 8.73  disc 0.028 gen -0.000 gan_ae -0.000
global step 437400   step-time 0.60s  loss 23.628 ppl 8.65  disc 0.028 gen 0.000 gan_ae -0.000
global step 437500   step-time 0.60s  loss 23.692 ppl 8.65  disc 0.028 gen 0.000 gan_ae -0.000
global step 437600   step-time 0.60s  loss 23.506 ppl 8.54  disc 0.028 gen -0.000 gan_ae -0.000
global step 437700   step-time 0.60s  loss 23.453 ppl 8.60  disc 0.028 gen 0.000 gan_ae -0.000
global step 437800   step-time 0.60s  loss 23.856 ppl 8.73  disc 0.028 gen 0.000 gan_ae -0.000
global step 437900   step-time 0.60s  loss 23.743 ppl 8.66  disc 0.028 gen 0.000 gan_ae -0.000
global step 438000   step-time 0.60s  loss 23.574 ppl 8.59  disc 0.028 gen -0.000 gan_ae -0.000
load eval model.
eval  ppl 17.31
answer:  one day , i was driving the van down to the store .
predict:  i was driving my van down the road when i saw a van pull up .
answer:  she bought some new shelves .
predict:  she was building a new shelf .
answer:  he was given a set of tickets .
predict:  he bought some new music .
answer:  his friends agree that 's a great idea .
predict:  billy gets to the lake and has a great time .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  his mom was so mad , she grounded him for a week .
answer:  alicia looked at her house .
predict:  alicia was cleaning up her house .
answer:  she searched everywhere but could n't find it .
predict:  she needed a new one .
answer:  when the cast was announced , she was left disappointed .
predict:  but she was n't good enough to get a part in the school play !
BLEU = 4.51, 32.6/6.5/2.5/1.2 (BP=0.911, ratio=0.915, hyp_len=89352, ref_len=97637)

distinc1: 0.03690
distinc2: 0.23177
infer done.
global step 438100   step-time 0.60s  loss 23.784 ppl 8.68  disc 0.028 gen -0.000 gan_ae -0.000
global step 438200   step-time 0.60s  loss 23.406 ppl 8.56  disc 0.028 gen -0.000 gan_ae -0.000
global step 438300   step-time 0.60s  loss 23.578 ppl 8.57  disc 0.028 gen 0.000 gan_ae -0.000
global step 438400   step-time 0.60s  loss 23.818 ppl 8.68  disc 0.028 gen 0.000 gan_ae -0.000
global step 438500   step-time 0.60s  loss 23.513 ppl 8.57  disc 0.028 gen -0.000 gan_ae -0.000
global step 438600   step-time 0.60s  loss 23.469 ppl 8.52  disc 0.028 gen -0.000 gan_ae -0.000
global step 438700   step-time 0.60s  loss 23.237 ppl 8.42  disc 0.028 gen 0.000 gan_ae -0.000
global step 438800   step-time 0.60s  loss 23.614 ppl 8.63  disc 0.028 gen -0.000 gan_ae 0.000
global step 438900   step-time 0.60s  loss 23.678 ppl 8.62  disc 0.028 gen 0.000 gan_ae -0.000
global step 439000   step-time 0.60s  loss 23.627 ppl 8.61  disc 0.028 gen -0.000 gan_ae 0.000
global step 439100   step-time 0.60s  loss 23.474 ppl 8.67  disc 0.028 gen 0.000 gan_ae -0.000
global step 439200   step-time 0.60s  loss 23.553 ppl 8.59  disc 0.028 gen 0.000 gan_ae -0.000
global step 439300   step-time 0.60s  loss 23.797 ppl 8.77  disc 0.028 gen -0.000 gan_ae 0.000
global step 439400   step-time 0.60s  loss 23.629 ppl 8.59  disc 0.028 gen 0.000 gan_ae -0.000
global step 439500   step-time 0.60s  loss 23.456 ppl 8.58  disc 0.028 gen -0.000 gan_ae -0.000
global step 439600   step-time 0.60s  loss 23.841 ppl 8.79  disc 0.028 gen 0.000 gan_ae -0.000
global step 439700   step-time 0.60s  loss 23.640 ppl 8.66  disc 0.028 gen -0.000 gan_ae 0.000
global step 439800   step-time 0.60s  loss 23.644 ppl 8.60  disc 0.028 gen -0.000 gan_ae 0.000
global step 439900   step-time 0.60s  loss 23.788 ppl 8.65  disc 0.028 gen -0.000 gan_ae -0.000
global step 440000   step-time 0.60s  loss 23.364 ppl 8.47  disc 0.028 gen -0.000 gan_ae -0.000
global step 440100   step-time 0.60s  loss 23.530 ppl 8.56  disc 0.028 gen -0.000 gan_ae -0.000
global step 440200   step-time 0.60s  loss 23.608 ppl 8.68  disc 0.028 gen -0.000 gan_ae -0.000
global step 440300   step-time 0.60s  loss 23.528 ppl 8.63  disc 0.028 gen -0.000 gan_ae -0.000
global step 440400   step-time 0.60s  loss 23.721 ppl 8.60  disc 0.028 gen 0.000 gan_ae -0.000
global step 440500   step-time 0.60s  loss 23.618 ppl 8.62  disc 0.028 gen 0.000 gan_ae -0.000
global step 440600   step-time 0.60s  loss 23.613 ppl 8.61  disc 0.028 gen -0.000 gan_ae 0.000
global step 440700   step-time 0.60s  loss 23.546 ppl 8.53  disc 0.028 gen 0.000 gan_ae -0.000
global step 440800   step-time 0.60s  loss 23.548 ppl 8.54  disc 0.028 gen -0.000 gan_ae -0.000
global step 440900   step-time 0.60s  loss 23.369 ppl 8.48  disc 0.028 gen -0.000 gan_ae -0.000
global step 441000   step-time 0.60s  loss 23.531 ppl 8.55  disc 0.028 gen -0.000 gan_ae -0.000
load eval model.
eval  ppl 17.25
answer:  one day , i was driving the van down to the store .
predict:  i went to buy a new van last week .
answer:  she bought some new shelves .
predict:  she bought some new books .
answer:  he was given a set of tickets .
predict:  he bought some new music .
answer:  his friends agree that 's a great idea .
predict:  billy goes fishing with his friends .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  his mom was so happy that she gave him a big hug .
answer:  alicia looked at her house .
predict:  alicia was cleaning her house .
answer:  she searched everywhere but could n't find it .
predict:  she needed one for her birthday .
answer:  when the cast was announced , she was left disappointed .
predict:  anna was nervous about her audition .
BLEU = 4.31, 32.0/6.1/2.3/1.1 (BP=0.920, ratio=0.923, hyp_len=90122, ref_len=97637)

distinc1: 0.03646
distinc2: 0.23166
infer done.
global step 441100   step-time 0.60s  loss 23.773 ppl 8.74  disc 0.028 gen -0.000 gan_ae 0.000
global step 441200   step-time 0.60s  loss 23.408 ppl 8.49  disc 0.028 gen -0.000 gan_ae -0.000
global step 441300   step-time 0.60s  loss 23.708 ppl 8.72  disc 0.028 gen -0.000 gan_ae 0.000
global step 441400   step-time 0.60s  loss 23.401 ppl 8.43  disc 0.028 gen 0.000 gan_ae -0.000
global step 441500   step-time 0.60s  loss 23.673 ppl 8.68  disc 0.028 gen 0.000 gan_ae -0.000
global step 441600   step-time 0.60s  loss 23.444 ppl 8.48  disc 0.028 gen -0.000 gan_ae 0.000
global step 441700   step-time 0.60s  loss 23.671 ppl 8.71  disc 0.028 gen 0.000 gan_ae -0.000
global step 441800   step-time 0.60s  loss 23.325 ppl 8.48  disc 0.028 gen 0.000 gan_ae -0.000
global step 441900   step-time 0.60s  loss 23.610 ppl 8.60  disc 0.028 gen -0.000 gan_ae 0.000
global step 442000   step-time 0.60s  loss 23.481 ppl 8.57  disc 0.028 gen 0.000 gan_ae -0.000
global step 442100   step-time 0.60s  loss 23.432 ppl 8.56  disc 0.028 gen -0.000 gan_ae -0.000
global step 442200   step-time 0.60s  loss 23.589 ppl 8.59  disc 0.028 gen 0.000 gan_ae -0.000
global step 442300   step-time 0.60s  loss 23.657 ppl 8.68  disc 0.028 gen -0.000 gan_ae -0.000
global step 442400   step-time 0.60s  loss 23.456 ppl 8.53  disc 0.028 gen -0.000 gan_ae -0.000
global step 442500   step-time 0.60s  loss 23.792 ppl 8.63  disc 0.028 gen 0.000 gan_ae -0.000
global step 442600   step-time 0.60s  loss 23.749 ppl 8.69  disc 0.028 gen 0.000 gan_ae -0.000
global step 442700   step-time 0.60s  loss 23.551 ppl 8.61  disc 0.028 gen -0.000 gan_ae 0.000
global step 442800   step-time 0.60s  loss 23.571 ppl 8.58  disc 0.028 gen 0.000 gan_ae -0.000
global step 442900   step-time 0.60s  loss 23.647 ppl 8.63  disc 0.028 gen -0.000 gan_ae 0.000
global step 443000   step-time 0.60s  loss 23.363 ppl 8.43  disc 0.028 gen -0.000 gan_ae -0.000
global step 443100   step-time 0.60s  loss 23.492 ppl 8.50  disc 0.028 gen 0.000 gan_ae -0.000
global step 443200   step-time 0.60s  loss 23.443 ppl 8.56  disc 0.028 gen -0.000 gan_ae -0.000
global step 443300   step-time 0.60s  loss 23.472 ppl 8.56  disc 0.028 gen -0.000 gan_ae -0.000
global step 443400   step-time 0.60s  loss 23.497 ppl 8.57  disc 0.028 gen 0.000 gan_ae -0.000
global step 443500   step-time 0.60s  loss 23.418 ppl 8.48  disc 0.028 gen -0.000 gan_ae 0.000
global step 443600   step-time 0.60s  loss 23.766 ppl 8.76  disc 0.028 gen -0.000 gan_ae 0.000
global step 443700   step-time 0.60s  loss 23.415 ppl 8.55  disc 0.028 gen 0.000 gan_ae -0.000
global step 443800   step-time 0.60s  loss 23.811 ppl 8.74  disc 0.028 gen -0.000 gan_ae 0.000
global step 443900   step-time 0.60s  loss 23.521 ppl 8.58  disc 0.028 gen 0.000 gan_ae -0.000
global step 444000   step-time 0.60s  loss 23.678 ppl 8.55  disc 0.028 gen -0.000 gan_ae -0.000
load eval model.
eval  ppl 17.30
answer:  one day , i was driving the van down to the store .
predict:  i was driving my van down the road when i saw a van in my driveway .
answer:  she bought some new shelves .
predict:  she bought a big box of old books .
answer:  he was given a set of tickets .
predict:  he bought a band .
answer:  his friends agree that 's a great idea .
predict:  billy gets his fishing pole and a fishing pole .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so happy to be back in the house .
answer:  alicia looked at her house .
predict:  alicia was cleaning .
answer:  she searched everywhere but could n't find it .
predict:  she needed one for her current one .
answer:  when the cast was announced , she was left disappointed .
predict:  however , she was really nervous about her performance .
BLEU = 4.01, 32.0/5.9/2.1/0.9 (BP=0.920, ratio=0.923, hyp_len=90141, ref_len=97637)

distinc1: 0.03445
distinc2: 0.21745
infer done.
global step 444100   step-time 0.60s  loss 23.405 ppl 8.51  disc 0.028 gen -0.000 gan_ae 0.000
global step 444200   step-time 0.60s  loss 23.570 ppl 8.61  disc 0.028 gen -0.002 gan_ae 0.001
global step 444300   step-time 0.60s  loss 23.480 ppl 8.54  disc 0.027 gen -0.000 gan_ae 0.002
global step 444400   step-time 0.60s  loss 23.320 ppl 8.46  disc 0.027 gen 0.000 gan_ae -0.000
global step 444500   step-time 0.60s  loss 23.839 ppl 8.77  disc 0.028 gen -0.004 gan_ae 0.004
global step 444600   step-time 0.60s  loss 23.363 ppl 8.42  disc 0.028 gen -0.002 gan_ae 0.002
global step 444700   step-time 0.60s  loss 23.395 ppl 8.50  disc 0.028 gen -0.003 gan_ae 0.003
global step 444800   step-time 0.60s  loss 23.657 ppl 8.61  disc 0.028 gen -0.003 gan_ae 0.002
global step 444900   step-time 0.60s  loss 23.226 ppl 8.39  disc 0.028 gen -0.001 gan_ae 0.002
global step 445000   step-time 0.60s  loss 23.551 ppl 8.55  disc 0.028 gen -0.001 gan_ae 0.001
global step 445100   step-time 0.60s  loss 23.398 ppl 8.51  disc 0.028 gen -0.001 gan_ae 0.001
global step 445200   step-time 0.60s  loss 23.122 ppl 8.42  disc 0.028 gen -0.001 gan_ae 0.001
global step 445300   step-time 0.60s  loss 23.544 ppl 8.54  disc 0.028 gen -0.001 gan_ae 0.001
global step 445400   step-time 0.60s  loss 23.409 ppl 8.53  disc 0.028 gen -0.000 gan_ae 0.000
global step 445500   step-time 0.60s  loss 23.568 ppl 8.55  disc 0.028 gen -0.000 gan_ae 0.000
global step 445600   step-time 0.60s  loss 23.507 ppl 8.53  disc 0.028 gen -0.000 gan_ae 0.000
global step 445700   step-time 0.60s  loss 23.315 ppl 8.47  disc 0.028 gen -0.001 gan_ae 0.001
global step 445800   step-time 0.60s  loss 23.277 ppl 8.38  disc 0.028 gen -0.000 gan_ae 0.000
global step 445900   step-time 0.60s  loss 23.598 ppl 8.66  disc 0.028 gen -0.000 gan_ae 0.000
global step 446000   step-time 0.60s  loss 23.346 ppl 8.46  disc 0.028 gen -0.000 gan_ae -0.000
global step 446100   step-time 0.60s  loss 23.400 ppl 8.51  disc 0.028 gen -0.000 gan_ae -0.000
global step 446200   step-time 0.60s  loss 23.516 ppl 8.65  disc 0.028 gen 0.000 gan_ae -0.000
global step 446300   step-time 0.60s  loss 23.494 ppl 8.52  disc 0.028 gen 0.000 gan_ae -0.000
global step 446400   step-time 0.60s  loss 23.664 ppl 8.72  disc 0.028 gen -0.000 gan_ae -0.000
global step 446500   step-time 0.60s  loss 23.457 ppl 8.49  disc 0.028 gen 0.000 gan_ae -0.000
global step 446600   step-time 0.60s  loss 23.550 ppl 8.58  disc 0.028 gen 0.001 gan_ae -0.001
global step 446700   step-time 0.60s  loss 23.518 ppl 8.55  disc 0.028 gen 0.000 gan_ae -0.000
global step 446800   step-time 0.60s  loss 23.467 ppl 8.50  disc 0.028 gen 0.000 gan_ae -0.000
global step 446900   step-time 0.60s  loss 23.480 ppl 8.56  disc 0.028 gen 0.000 gan_ae -0.000
global step 447000   step-time 0.60s  loss 23.582 ppl 8.54  disc 0.028 gen 0.000 gan_ae -0.000
load eval model.
eval  ppl 17.32
answer:  one day , i was driving the van down to the store .
predict:  i was driving to work when i saw a van pull up .
answer:  she bought some new shelves .
predict:  she bought a bunch of old books .
answer:  he was given a set of tickets .
predict:  he saw some band bands .
answer:  his friends agree that 's a great idea .
predict:  billy and his friends decide to go fishing .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so hungry he decided to eat it anyway .
answer:  alicia looked at her house .
predict:  alicia was cleaning her house .
answer:  she searched everywhere but could n't find it .
predict:  she needed a new one .
answer:  when the cast was announced , she was left disappointed .
predict:  anna was nervous about her audition .
BLEU = 4.27, 32.3/6.2/2.3/1.1 (BP=0.908, ratio=0.912, hyp_len=89019, ref_len=97637)

distinc1: 0.03678
distinc2: 0.23325
infer done.
global step 447100   step-time 0.60s  loss 23.378 ppl 8.44  disc 0.028 gen 0.000 gan_ae -0.000
global step 447200   step-time 0.60s  loss 23.594 ppl 8.55  disc 0.028 gen 0.000 gan_ae -0.000
global step 447300   step-time 0.60s  loss 23.285 ppl 8.40  disc 0.028 gen 0.000 gan_ae -0.000
global step 447400   step-time 0.60s  loss 23.389 ppl 8.54  disc 0.028 gen 0.000 gan_ae -0.000
global step 447500   step-time 0.60s  loss 23.164 ppl 8.31  disc 0.028 gen 0.000 gan_ae -0.000
global step 447600   step-time 0.60s  loss 23.522 ppl 8.60  disc 0.028 gen 0.000 gan_ae -0.000
global step 447700   step-time 0.60s  loss 23.456 ppl 8.52  disc 0.028 gen -0.001 gan_ae 0.001
global step 447800   step-time 0.60s  loss 23.489 ppl 8.57  disc 0.028 gen -0.000 gan_ae 0.000
global step 447900   step-time 0.60s  loss 23.403 ppl 8.46  disc 0.028 gen -0.000 gan_ae 0.000
global step 448000   step-time 0.60s  loss 23.452 ppl 8.49  disc 0.028 gen -0.000 gan_ae 0.000
global step 448100   step-time 0.60s  loss 23.634 ppl 8.59  disc 0.028 gen 0.000 gan_ae -0.000
global step 448200   step-time 0.60s  loss 23.430 ppl 8.58  disc 0.028 gen 0.000 gan_ae -0.000
global step 448300   step-time 0.60s  loss 23.492 ppl 8.56  disc 0.028 gen 0.000 gan_ae -0.000
global step 448400   step-time 0.60s  loss 23.316 ppl 8.43  disc 0.028 gen 0.000 gan_ae -0.000
global step 448500   step-time 0.60s  loss 23.291 ppl 8.35  disc 0.028 gen 0.000 gan_ae -0.000
global step 448600   step-time 0.60s  loss 23.622 ppl 8.58  disc 0.028 gen 0.000 gan_ae -0.000
global step 448700   step-time 0.60s  loss 23.650 ppl 8.62  disc 0.028 gen -0.000 gan_ae -0.000
global step 448800   step-time 0.60s  loss 23.375 ppl 8.44  disc 0.028 gen 0.000 gan_ae -0.000
global step 448900   step-time 0.60s  loss 23.394 ppl 8.46  disc 0.028 gen 0.000 gan_ae -0.000
global step 449000   step-time 0.60s  loss 23.480 ppl 8.59  disc 0.028 gen 0.000 gan_ae -0.000
global step 449100   step-time 0.60s  loss 23.168 ppl 8.45  disc 0.028 gen -0.000 gan_ae -0.000
global step 449200   step-time 0.60s  loss 23.354 ppl 8.44  disc 0.028 gen 0.000 gan_ae -0.000
global step 449300   step-time 0.60s  loss 23.541 ppl 8.60  disc 0.028 gen 0.000 gan_ae -0.000
global step 449400   step-time 0.60s  loss 23.510 ppl 8.56  disc 0.028 gen 0.000 gan_ae -0.000
global step 449500   step-time 0.60s  loss 23.398 ppl 8.54  disc 0.028 gen -0.000 gan_ae -0.000
global step 449600   step-time 0.60s  loss 23.367 ppl 8.43  disc 0.028 gen -0.000 gan_ae -0.000
global step 449700   step-time 0.60s  loss 23.646 ppl 8.66  disc 0.028 gen 0.000 gan_ae -0.000
global step 449800   step-time 0.60s  loss 23.402 ppl 8.53  disc 0.028 gen -0.000 gan_ae 0.000
global step 449900   step-time 0.60s  loss 23.489 ppl 8.52  disc 0.028 gen -0.000 gan_ae -0.000
global step 450000   step-time 0.60s  loss 23.518 ppl 8.51  disc 0.028 gen -0.000 gan_ae -0.000
load eval model.
eval  ppl 17.41
answer:  one day , i was driving the van down to the store .
predict:  i was driving my van down the road when i saw a sign .
answer:  she bought some new shelves .
predict:  she bought some new books .
answer:  he was given a set of tickets .
predict:  he bought some new music .
answer:  his friends agree that 's a great idea .
predict:  billy and his friends go fishing .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so hungry he did n't want to miss his mom .
answer:  alicia looked at her house .
predict:  alicia was cleaning .
answer:  she searched everywhere but could n't find it .
predict:  she decided to get one .
answer:  when the cast was announced , she was left disappointed .
predict:  but anna was very nervous about the audition !
BLEU = 4.24, 32.4/6.2/2.3/1.1 (BP=0.899, ratio=0.904, hyp_len=88267, ref_len=97637)

distinc1: 0.03724
distinc2: 0.23469
infer done.
global step 450100   step-time 0.60s  loss 23.386 ppl 8.50  disc 0.028 gen 0.000 gan_ae -0.000
global step 450200   step-time 0.60s  loss 23.537 ppl 8.60  disc 0.028 gen -0.000 gan_ae 0.000
global step 450300   step-time 0.60s  loss 23.455 ppl 8.53  disc 0.028 gen -0.001 gan_ae 0.001
global step 450400   step-time 0.60s  loss 23.280 ppl 8.39  disc 0.028 gen -0.000 gan_ae -0.001
global step 450500   step-time 0.60s  loss 23.473 ppl 8.56  disc 0.028 gen 0.000 gan_ae -0.000
global step 450600   step-time 0.60s  loss 23.541 ppl 8.58  disc 0.028 gen -0.001 gan_ae 0.001
global step 450700   step-time 0.60s  loss 23.375 ppl 8.50  disc 0.028 gen -0.000 gan_ae 0.000
global step 450800   step-time 0.60s  loss 23.461 ppl 8.60  disc 0.028 gen -0.002 gan_ae 0.001
global step 450900   step-time 0.60s  loss 23.542 ppl 8.56  disc 0.028 gen -0.002 gan_ae 0.002
